Date : 2022-03-11 13:22:45
Directory : /home/lqf/cpp/Itachi
Total : 99 files,  23241 codes, 5018 comments, 3912 blanks, all 32171 lines

Languages
+-------------+------------+------------+------------+------------+------------+
| language    | files      | code       | comment    | blank      | total      |
| /home/lqf/cpp/Itachi/build/src/Net/cmake_install.cmake                                         | CMake       |         29 |          0 |          6 |         35 |
| /home/lqf/cpp/Itachi/build/test/CMakeFiles/CMakeDirectoryInformation.cmake                     | CMake       |         12 |          0 |          5 |         17 |
| /home/lqf/cpp/Itachi/build/test/CMakeFiles/buffer_test.dir/DependInfo.cmake                    | CMake       |         28 |          0 |          4 |         32 |
| /home/lqf/cpp/Itachi/build/test/CMakeFiles/buffer_test.dir/cmake_clean.cmake                   | CMake       |          9 |          0 |          2 |         11 |
| /home/lqf/cpp/Itachi/build/test/CMakeFiles/config_test.dir/DependInfo.cmake                    | CMake       |         28 |          0 |          4 |         32 |
| /home/lqf/cpp/Itachi/build/test/CMakeFiles/config_test.dir/cmake_clean.cmake                   | CMake       |          9 |          0 |          2 |         11 |
| /home/lqf/cpp/Itachi/build/test/CMakeFiles/eventloop_test.dir/DependInfo.cmake                 | CMake       |         28 |          0 |          4 |         32 |
| /home/lqf/cpp/Itachi/build/test/CMakeFiles/eventloop_test.dir/cmake_clean.cmake                | CMake       |          9 |          0 |          2 |         11 |
| /home/lqf/cpp/Itachi/build/test/CMakeFiles/httpServer_test.dir/DependInfo.cmake                | CMake       |         28 |          0 |          4 |         32 |
| /home/lqf/cpp/Itachi/build/test/CMakeFiles/httpServer_test.dir/cmake_clean.cmake               | CMake       |          9 |          0 |          2 |         11 |
| /home/lqf/cpp/Itachi/build/test/CMakeFiles/logger_test.dir/DependInfo.cmake                    | CMake       |         28 |          0 |          4 |         32 |
| /home/lqf/cpp/Itachi/build/test/CMakeFiles/logger_test.dir/cmake_clean.cmake                   | CMake       |          9 |          0 |          2 |         11 |
| /home/lqf/cpp/Itachi/build/test/CMakeFiles/tcpserver_test.dir/DependInfo.cmake                 | CMake       |         28 |          0 |          4 |         32 |
| /home/lqf/cpp/Itachi/build/test/CMakeFiles/tcpserver_test.dir/cmake_clean.cmake                | CMake       |          9 |          0 |          2 |         11 |
| /home/lqf/cpp/Itachi/build/test/CMakeFiles/threapool_test.dir/DependInfo.cmake                 | CMake       |         28 |          0 |          4 |         32 |
| /home/lqf/cpp/Itachi/build/test/CMakeFiles/threapool_test.dir/cmake_clean.cmake                | CMake       |          9 |          0 |          2 |         11 |
| /home/lqf/cpp/Itachi/build/test/Makefile                                                       | Makefile    |        246 |         78 |        133 |        457 |
| /home/lqf/cpp/Itachi/build/test/cmake_install.cmake                                            | CMake       |         29 |          0 |          6 |         35 |
| /home/lqf/cpp/Itachi/config.json                                                               | JSON        |         31 |          0 |          0 |         31 |
| /home/lqf/cpp/Itachi/src/Base/include/EventLoop.h                                              | C++         |         44 |          9 |          3 |         56 |
| /home/lqf/cpp/Itachi/src/Base/include/callback.h                                               | C++         |         21 |         18 |          7 |         46 |
| /home/lqf/cpp/Itachi/src/Base/include/channel.h                                                | C++         |         79 |          8 |          4 |         91 |
| /home/lqf/cpp/Itachi/src/Base/include/config.h                                                 | C++         |        245 |         29 |         27 |        301 |
| /home/lqf/cpp/Itachi/src/Base/include/definition.h                                             | C++         |         21 |         13 |         14 |         48 |
| /home/lqf/cpp/Itachi/src/Base/include/epoll_poller.h                                           | C++         |         22 |          8 |          6 |         36 |
| /home/lqf/cpp/Itachi/src/Base/include/fiber.h                                                  | C++         |          0 |          8 |          1 |          9 |
| /home/lqf/cpp/Itachi/src/Base/include/json.hpp                                                 | C++         |     15,660 |      3,846 |      2,604 |     22,110 |
| /home/lqf/cpp/Itachi/src/Base/include/logger.h                                                 | C++         |        384 |         28 |         48 |        460 |
| /home/lqf/cpp/Itachi/src/Base/include/noncopyaable.h                                           | C++         |         15 |          8 |          2 |         25 |
| /home/lqf/cpp/Itachi/src/Base/include/poller.h                                                 | C++         |         32 |          8 |          2 |         42 |
| /home/lqf/cpp/Itachi/src/Base/include/singleton.h                                              | C++         |         21 |          8 |          2 |         31 |
| /home/lqf/cpp/Itachi/src/Base/include/thread_linux.h                                           | C++         |          0 |          8 |          1 |          9 |
| /home/lqf/cpp/Itachi/src/Base/include/threadpoll_linux.h                                       | C++         |          0 |          8 |          1 |          9 |
| /home/lqf/cpp/Itachi/src/Base/include/threadpool_c++11.h                                       | C++         |        197 |         15 |         20 |        232 |
| /home/lqf/cpp/Itachi/src/Base/include/timeStamp.h                                              | C++         |         45 |          8 |          4 |         57 |
| /home/lqf/cpp/Itachi/src/Base/src/EventLoop.cpp                                                | C++         |        137 |         16 |          6 |        159 |
| /home/lqf/cpp/Itachi/src/Base/src/channel.cpp                                                  | C++         |        115 |         30 |          7 |        152 |
| /home/lqf/cpp/Itachi/src/Base/src/config.cpp                                                   | C++         |         68 |         16 |          9 |         93 |
| /home/lqf/cpp/Itachi/src/Base/src/epoll_poller.cpp                                             | C++         |        109 |         17 |          2 |        128 |
| /home/lqf/cpp/Itachi/src/Base/src/logger.cpp                                                   | C++         |        231 |         97 |         30 |        358 |
| /home/lqf/cpp/Itachi/src/Base/src/threadpool_c++11.cpp                                         | C++         |        166 |         10 |         10 |        186 |
| /home/lqf/cpp/Itachi/src/Base/src/timeStamp.cpp                                                | C++         |         10 |          8 |          1 |         19 |
| /home/lqf/cpp/Itachi/src/Net/include/Tcpserver.h                                               | C++         |         50 |          8 |          1 |         59 |
| /home/lqf/cpp/Itachi/src/Net/include/adaptor.h                                                 | C++         |         36 |          8 |          2 |         46 |
| /home/lqf/cpp/Itachi/src/Net/include/buffer.h                                                  | C++         |        214 |         12 |         30 |        256 |
| /home/lqf/cpp/Itachi/src/Net/include/httpContex.h                                              | C++         |          0 |          8 |          1 |          9 |
| /home/lqf/cpp/Itachi/src/Net/include/httpParser.h                                              | C++         |         37 |          8 |          0 |         45 |
| /home/lqf/cpp/Itachi/src/Net/include/httpRequest.h                                             | C++         |        135 |         32 |          8 |        175 |
| /home/lqf/cpp/Itachi/src/Net/include/httpResponse.h                                            | C++         |        109 |          9 |         10 |        128 |
| /home/lqf/cpp/Itachi/src/Net/include/httpServer.h                                              | C++         |         45 |         13 |          5 |         63 |
| /home/lqf/cpp/Itachi/src/Net/include/httpServlet.h                                             | C++         |         80 |         11 |          8 |         99 |
| /home/lqf/cpp/Itachi/src/Net/include/socket.h                                                  | C++         |         62 |          8 |          5 |         75 |
| /home/lqf/cpp/Itachi/src/Net/include/tcpConnection.h                                           | C++         |         76 |         11 |          5 |         92 |
| /home/lqf/cpp/Itachi/src/Net/src/TcpServer.cpp                                                 | C++         |         82 |          9 |          1 |         92 |
| /home/lqf/cpp/Itachi/src/Net/src/adaptor.cpp                                                   | C++         |         77 |          9 |          1 |         87 |
| /home/lqf/cpp/Itachi/src/Net/src/buffer.cpp                                                    | C++         |         27 |          8 |          0 |         35 |
| /home/lqf/cpp/Itachi/src/Net/src/httpParser.cpp                                                | C++         |        147 |         14 |          7 |        168 |
| /home/lqf/cpp/Itachi/src/Net/src/httpRequest.cpp                                               | C++         |         29 |          8 |          0 |         37 |
| /home/lqf/cpp/Itachi/src/Net/src/httpResponse.cpp                                              | C++         |         40 |         11 |          6 |         57 |
| /home/lqf/cpp/Itachi/src/Net/src/httpServer.cpp                                                | C++         |         72 |         11 |          2 |         85 |
| /home/lqf/cpp/Itachi/src/Net/src/httpServlet.cpp                                               | C++         |         83 |         23 |          7 |        113 |
| /home/lqf/cpp/Itachi/src/Net/src/socket.cpp                                                    | C++         |         92 |         13 |          7 |        112 |
| /home/lqf/cpp/Itachi/src/Net/src/tcpConnection.cpp                                             | C++         |        208 |         12 |          5 |        225 |
| /home/lqf/cpp/Itachi/test/buffer_test.cpp                                                      | C++         |         20 |          9 |          4 |         33 |
| /home/lqf/cpp/Itachi/test/config_test.cpp                                                      | C++         |         30 |          8 |          5 |         43 |
| /home/lqf/cpp/Itachi/test/eventloop_test.cpp                                                   | C++         |         52 |         17 |         17 |         86 |
| /home/lqf/cpp/Itachi/test/httpServer_test.cpp                                                  | C++         |         25 |         86 |          4 |        115 |
| /home/lqf/cpp/Itachi/test/logger_test.cpp                                                      | C++         |         28 |          8 |         16 |         52 |
| /home/lqf/cpp/Itachi/test/tcpserver_test.cpp                                                   | C++         |         39 |          8 |          2 |         49 |
| /home/lqf/cpp/Itachi/test/threapool_test.cpp                                                   | C++         |         41 |          9 |         13 |         63 |
| Total                                                                                          |             |     23,241 |      5,018 |      3,912 |     32,171 |
+------------------------------------------------------------------------------------------------+-------------+------------+------------+------------+------------+
